CPic,Name,Country,City,Ppic,Bias,Heart,Date,Message1,Message
https://flagcdn.com/w320/jp.png,유키,Japan,JAPAN,rw16,RawHyun,#a5bd5e,12/23/2023,피크타임으로 NTX를 알게 되었습니다. NTX의 음악을 아주 좋아합니다. 무대에서는 항상 즐겁게 해줘서 고마워요🎵4주년 축하해요🙌앞으로도 응원할게요～,피크타임으로 NTX를 알게 되었습니다. NTX의 음악을 아주 좋아합니다. 무대에서는 항상 즐겁게 해줘서 고마워요🎵4주년 축하해요🙌앞으로도 응원할게요～
https://flagcdn.com/w320/fr.png,Mayou 💗,France,France 🇫🇷,rw20,Rawhyun 💚,#a5bd5e,1/1/2024,,"Happy 4th anniversary my NTX !! I’m so proud of what you’ve become, proud of your musics, your constant happiness and your smiles, you’ve grown through all those years to become those beautiful humans being. Always be happy, be healthy and be loved for who you are and who you will be 💗 Lovely, From a proud ntful"
https://flagcdn.com/w320/br.png,NYA,Brazil,Brasil - Brasília,xh13,Xiha and Hyeongjin,#EE2424,2/17/2024,,"Congratulations on your 4th birthday! I've been a NTFUL member for 1 year and I'm proud of who you've become as people and artists. Thank you for your hard work and for giving us inexplicable feelings listening to each lyric you sing. I hope you grow more and more, conquer the world and more than that, continue to be such sweet and incredible people. I say and repeat how proud I am of each one of you and all your evolution! See you in June again in Brasília celebrating my birthday, creating new memories and living another chapter of our story. I love you my boys! 🩷🐰🇧🇷"
https://flagcdn.com/w320/jp.png,Miki,Japan,Japan,ch6,changhun,#6d8db7,3/1/2024,NTX가 나의 행복🍀살아가는 힘💪🏻웃는 얼굴의 근원 🫶🏻내 앞에 나타나줘서 고마워✌🏻앞으로도 열심히 따라갈게🫡ㅎㅎ,NTX가 나의 행복🍀살아가는 힘💪🏻웃는 얼굴의 근원 🫶🏻내 앞에 나타나줘서 고마워✌🏻앞으로도 열심히 따라갈게🫡ㅎㅎ
https://flagcdn.com/w320/br.png,Punchyy,Brazil,"João Pessoa, Brazil",hrw,Rawhyun/Hojun,#EE2424,3/1/2024,,Thank you for making my days happier and better to live 💚 I love each one of you very very much 💚
https://flagcdn.com/w320/br.png,루아,Brazil,Brazil,rw15,Rawhyun,#a5bd5e,3/1/2024,4주년 축하해~! 오늘 난 엔티엑스와 함께 1년을 보내고 있어서 두 배로 행복해...날 너무 행복하게 해줘서 고마워 ㅠㅠ 엔티엑스 덕분에 매일 더 나은 사람이 되고 싶어!! 우리 영원히 함께 행복하자~ 사랑해 💚,4주년 축하해~! 오늘 난 엔티엑스와 함께 1년을 보내고 있어서 두 배로 행복해...날 너무 행복하게 해줘서 고마워 ㅠㅠ 엔티엑스 덕분에 매일 더 나은 사람이 되고 싶어!! 우리 영원히 함께 행복하자~ 사랑해 💚
https://flagcdn.com/w320/br.png,Diana (Didi),Brazil,Espanha (Madrid) / Brasil (João Pessoa),ntx2,8,#EE2424,3/30/2024,,"NTX, Vocês são incríveis, nesses 4 anos de sua história vocês não pararam de brilhar e mostrar pro mundo que voces tem luz própria, espero que vocês nunca deixem nimguem apagar esse brilho único de vocês e continuem visitando muitas cidades, onde vocês vão receber muito apoio dos e das NTFULs, parabéns NTX, Pelo seu 4 anirvesário!!"
https://flagcdn.com/w320/br.png,루아,Brazil,Brazil,rw14,Rawhyun,#a5bd5e,3/30/2024,데뷔 4주년 축하해~! 💚 오늘 난 엔티엑스와 함께 1년을 보내고 있어서 두 배로 행복해...날 너무 행복하게 해줘서 고마워 ㅠㅠ 엔티엑스 덕분에 매일 더 나은 사람이 되고 싶어!! 엔티플 된 게 제 인생에서 가장 좋은 일야...어둠 속에서도 너를 찾을 수 있어서 행복해 (⁠╥⁠﹏⁠╥⁠) 내게 가장 큰 영감을 주셔서 고마워!! 모든 멤버들이 사람으로서 아티스트로서 성장하는 모습을 보는 것을 좋아 >⁠.⁠< 덕분에 새롭고 멋진 사람들을 만날 수 있어서 정말 감사해~ 이제 더 이상 외롭지 않아ㅎㅎ 엔티엑스 노래는 나에게 위안이 됩니다...난 항상 안전하고 사랑받는다고 느낍니다~ 내가 가장 좋아하는 아티스트가 되어줘서 고마워 ♡ 좋은 추억과 미소로 우리 마음을 가득 채우자...늘 그래왔듯이 서로가 서로에게 가장 큰 힘이 되어주자~!! 앞으로도 빛나는 길을 걸어줘 ✨ 우리 영원히 함께 행복하자~ 자랑스러워!! 사랑해 💚💚,데뷔 4주년 축하해~! 💚 오늘 난 엔티엑스와 함께 1년을 보내고 있어서 두 배로 행복해...날 너무 행복하게 해줘서 고마워 ㅠㅠ 엔티엑스 덕분에 매일 더 나은 사람이 되고 싶어!! 엔티플 된 게 제 인생에서 가장 좋은 일야...어둠 속에서도 너를 찾을 수 있어서 행복해 (⁠╥⁠﹏⁠╥⁠) 내게 가장 큰 영감을 주셔서 고마워!! 모든 멤버들이 사람으로서 아티스트로서 성장하는 모습을 보는 것을 좋아 >⁠.⁠< 덕분에 새롭고 멋진 사람들을 만날 수 있어서 정말 감사해~ 이제 더 이상 외롭지 않아ㅎㅎ 엔티엑스 노래는 나에게 위안이 됩니다...난 항상 안전하고 사랑받는다고 느낍니다~ 내가 가장 좋아하는 아티스트가 되어줘서 고마워 ♡ 좋은 추억과 미소로 우리 마음을 가득 채우자...늘 그래왔듯이 서로가 서로에게 가장 큰 힘이 되어주자~!! 앞으로도 빛나는 길을 걸어줘 ✨ 우리 영원히 함께 행복하자~ 자랑스러워!! 사랑해 💚💚
https://flagcdn.com/w320/br.png,Bia,Brazil,Joao Pessoa- Brazil,ch1,Changhun,#6d8db7,3/31/2024,,"Thank you for being NTX, you brighten my life and my days, always stay together, I love you"
https://flagcdn.com/w320/br.png,Breno,Brazil,"João Pessoa, Brazil",rw3,Rawhyun,#a5bd5e,4/1/2024,,"I just hope you all know how talented you are and how much joy you bring to us, NTFuls, all around the world. Keep shining brighter and brighter, because we'll always be here watching and rooting for your success. 너무 많이 사랑해 ❤️"
https://flagcdn.com/w320/br.png,Jessica jsscgms,Brazil,"Paraíba, Brasil",ntx4,8,#EE2424,4/1/2024,,"Oi meus meninos, tudo bem? Parabéns, feliz 4 anos! Me sento feliz em fazer parte disso como NTFUL, desejo uma carreira próspera ao NTX estarei aqui sempre ouvindo e me alegrando com suas músicas e suas conquistas. Que o mundo inteiro os conheçam e os amem. Quero muito que saibam que eu amo TODOS os membros igualmente, fiquem sempre bem e juntos! E se as coisas ficarem difíceis, corram pros braços do Brasil ❤️"
https://flagcdn.com/w320/br.png,rayssa (레이사),Brazil,"São Luís-MA, Brasil",ch3,changhun,#6d8db7,4/1/2024,"나는 인생에서 매우 섬세한 순간에 있었고 많은 일에 대해 매우 슬펐습니다... 친구들이 저에게 NTX를 소개해 주었고 NTX는 저의 일상에 빛과 같았습니다~~ NTX는 저에게 매일 동기를 부여하고 행복하게 해줍니다. 이렇게 훌륭하고 재능 있는 소년들의 팬이 된 것이 매우 자랑스럽습니다. 당신이 나를 행복하게 하듯 나도 당신을 행복하게 하기를 바랍니다🤟🏼🤟🏼 amo vocês, 우리는 끝까지 함께 할거야<3","나는 인생에서 매우 섬세한 순간에 있었고 많은 일에 대해 매우 슬펐습니다... 친구들이 저에게 NTX를 소개해 주었고 NTX는 저의 일상에 빛과 같았습니다~~ NTX는 저에게 매일 동기를 부여하고 행복하게 해줍니다. 이렇게 훌륭하고 재능 있는 소년들의 팬이 된 것이 매우 자랑스럽습니다. 당신이 나를 행복하게 하듯 나도 당신을 행복하게 하기를 바랍니다🤟🏼🤟🏼 amo vocês, 우리는 끝까지 함께 할거야<3"
https://flagpedia.net/data/flags/w1160/tw.png,나비🦋,Taiwan,TAIWAN,hj13,hyeongjin,#ebe9e9,4/1/2024,엔티엑스 와썹~ 나비입니당~ㅎㅎㅎ 어느덧 NTFUL이 된 지 1년이 지났네요! 시간이 참 빠르다~ 한 해 동안 NTX 덕분에 새로운 것들을 많이 경험했습니다! 많은 추억이 쌓였고 힘든 부분도 많았지만 NTX를 보는 순간 그런 것들은 중요하지 않은 것 같아요! 항상 최선을 다해 멋진 무대를 보여 줄 NTX! 정말정말 좋아해! 우리 오래오래 함께합시다! 4주년 많이많이 축하행!! 사랑해!!,엔티엑스 와썹~ 나비입니당~ㅎㅎㅎ 어느덧 NTFUL이 된 지 1년이 지났네요! 시간이 참 빠르다~ 한 해 동안 NTX 덕분에 새로운 것들을 많이 경험했습니다! 많은 추억이 쌓였고 힘든 부분도 많았지만 NTX를 보는 순간 그런 것들은 중요하지 않은 것 같아요! 항상 최선을 다해 멋진 무대를 보여 줄 NTX! 정말정말 좋아해! 우리 오래오래 함께합시다! 4주년 많이많이 축하행!! 사랑해!!
https://flagcdn.com/w320/br.png,레띠,Brazil,Recife (Brazil),yh7,hyeok,#c24a8d,4/1/2024,NTX 데뷔 4주년 축하해요!! 항상 멋진 음악과 에너지를 나눠줘서 고마워요. 앞으로도 더 많은 성공과 행복이 함께하길 바라요! 언제나 응원할게요~ te amooo!! <3,NTX 데뷔 4주년 축하해요!! 항상 멋진 음악과 에너지를 나눠줘서 고마워요. 앞으로도 더 많은 성공과 행복이 함께하길 바라요! 언제나 응원할게요~ te amooo!! <3
https://flagpedia.net/data/flags/w1160/tw.png,의정,Taiwan,대만,xh11,xiha,#e06e3c,4/1/2024,사랑하는 엔티엑스에게~데뷔 4주년을 축하해🥳 비록 작년에야 엔티블 되었어 너무 아쉽지만 앞으로 꼭 너희들 곁에 있을게 반드시 꽃길만 걷자! 항상 고마워! 사랑해❤️,사랑하는 엔티엑스에게~데뷔 4주년을 축하해🥳 비록 작년에야 엔티블 되었어 너무 아쉽지만 앞으로 꼭 너희들 곁에 있을게 반드시 꽃길만 걷자! 항상 고마워! 사랑해❤️
https://flagcdn.com/w320/br.png,Let___yr,Brazil,João Pessoa Brasil,rw8,RAWHYUN,#a5bd5e,5/1/2024,,"Congratulations NTX, in these 4 years together you have experienced many happy things and brought joy to many NTFULS including me, you are talented boys realizing your dream, you are incredible people, being in your presence is a magical feeling which I will never forget, I love you very much and I will always support you in everything, I wish you a life of light and success, I love you my loves, I can't wait to see you again...❤️‍🩹✨🎀🎂🥳🇧🇷"
https://flagcdn.com/w320/br.png,JOY LETTO,Brazil,João Pessoa - PB / Brasil,xh2,XIHA,#e06e3c,5/23/2024,,"Happy birthday, NTX! Thank you for saving me every day, I love you. 🤍✨️ I look forward to seeing you in Brazil soon."
https://flagcdn.com/w320/br.png,gabi,Brazil,Brasil,hj6,Hyeongjin,#ebe9e9,6/1/2024,,"NTX, I'm so happy to have met you guys and you make me happier every day. I love your music, the members and your love for your fans. I will continue to follow you always! Thank you for staying with us. I love you and happy debut anniversary!"
https://flagcdn.com/w320/br.png,Gigih,Brazil,"Brasil, São Paulo",xh1,Xiha,#e06e3c,6/1/2024,,"I would like to say that they are my favorite group!! With NTX I feel at home,happy, and I feel like I can fly far. NTX came into my life to stay, and I love them!! May there be many more years of birthdays! ~Gigih loves NTX"
https://flagcdn.com/w320/br.png,Iza,Brazil,"Mamanguape, Brazil 🇧🇷",ntx16,8,#EE2424,6/1/2024,,"Congratulations, NTX, on an amazing 4-year journey! Your music and energy brighten our days, and we’re always cheering for you. May this new chapter bring even more achievements, happiness, and success. Thank you for being an inspiration to all of us, NTFULs around the world! Let’s keep walking this path together! ❤️✨ #NTX4EVER"
https://flagcdn.com/w320/br.png,Lili,Brazil,"Belo Horizonte, Brasil",sw2,Seungwon,#e4db54,6/1/2024,"그룹의 첫 번째 기념일을 팬으로서 함께하는 건 이번이 처음이에요. 솔직히 무엇을 기대해야 할지 모르겠지만, 정말 기대되고 많이 설레요! 우리 소년들, 계속해서 열심히 해줘서 고마워요! 모든 노력은 항상 가치가 있고, 여러분은 정말 정말 재능 있고 성실한 분들이에요! 제가 여러분을 너무 사랑하고, 앞으로도 천 년 동안 함께할 수 있으면 좋겠어요! ㅋㅋㅋ 하지만 진심이에요, 사랑해요 ❤️","그룹의 첫 번째 기념일을 팬으로서 함께하는 건 이번이 처음이에요. 솔직히 무엇을 기대해야 할지 모르겠지만, 정말 기대되고 많이 설레요! 우리 소년들, 계속해서 열심히 해줘서 고마워요! 모든 노력은 항상 가치가 있고, 여러분은 정말 정말 재능 있고 성실한 분들이에요! 제가 여러분을 너무 사랑하고, 앞으로도 천 년 동안 함께할 수 있으면 좋겠어요! ㅋㅋㅋ 하지만 진심이에요, 사랑해요 ❤️"
https://flagcdn.com/w320/br.png,Têto,Brazil,João Pessoa,rw2,Raw Hyun,#a5bd5e,6/1/2024,,"HAPPY DEBUT DAYYYYYYYYY!!!!! I'm very proud to see the group you guys become, with each debut you surpass each other, I'm grateful for you making my day ,even so distant, And may more years come of you together as NTX, love u guys so much <3"
https://flagcdn.com/w320/br.png,Thay,Brazil,"Brasil, joão pessoa",rw13,Rawhyun,#a5bd5e,6/1/2024,,"Vim aqui agradecer pelo carinho que vocês tem com o Brasil, ano passado quando vocês foram embora senti muitas saudades, este ano assim que descobri que voltariam para fazer show na minha cidade fiquei muito feliz, espero que vocês possam voltar todos os anos."
https://flagcdn.com/w320/br.png,Thercyo,Brazil,"Campina Grande, Brazil 🇧🇷",ch7,Changhun & Hyeongjin,#EE2424,6/1/2024,,"Happy 4th anniversary, NTX! You've grown so much, and I'm so happy to see you accomplishing more and more every day! I hope you'll always have something good to fill your hearts with happiness. You can always count on my support! 🤍 Love from Brazil."
https://flagcdn.com/w320/br.png,Ana Yasmine,Brazil,"Minas Gerais, Brazil",h1,Hojun,#81c3ad,6/2/2024,"엔티엑스 데뷔 기념일 축하해요! 처음부터 함께하지는 못했지만, 작년에 여러분을 알게 되고 팬이 될 수 있어서 정말 행복해요. 항상 열심히 해줘서 고맙고, 멋진 음악을 만들어줘서 감사해요. 엔티엑스와 함께하는 모든 순간이 특별하고, 앞으로도 오랫동안 응원하고 싶어요. 이번 새로운 해에도 더 많은 행복과 성공이 있기를 바랍니다! 사랑해요!","엔티엑스 데뷔 기념일 축하해요! 처음부터 함께하지는 못했지만, 작년에 여러분을 알게 되고 팬이 될 수 있어서 정말 행복해요. 항상 열심히 해줘서 고맙고, 멋진 음악을 만들어줘서 감사해요. 엔티엑스와 함께하는 모든 순간이 특별하고, 앞으로도 오랫동안 응원하고 싶어요. 이번 새로운 해에도 더 많은 행복과 성공이 있기를 바랍니다! 사랑해요!"
https://flagcdn.com/w320/br.png,_https.let 💚,Brazil,"João Pessoa, Brasil",ntx15,8,#EE2424,6/12/2024,,"Hi boyss, how are you?? I hope everything's fine.. If it's not, well, it's okay, anyone can be fine every time. I just want to say that I love you. Not in a simple way. But in a way that every time I'm feeling anxious or sad I listen to your songs, watch your videos, or do anything related to you. Thanks to you I've made some friends and great memories. And most important, thanks to you I'm still strong and alive. Thanks for not giving up and keep going. Ntful will always be here for you!! Whenever you're feeling down tell us. Don't be scared Happy 4th anniversary!!! Ntful loves you! 💚💚"
https://flagcdn.com/w320/br.png,Mari,Brazil,"Guarabira, Brasil",rw9,Rawhyun,#a5bd5e,6/15/2024,,"Happy 4th debut anniversary, I love you 💚"
https://flagcdn.com/w320/br.png,Malu,Brazil,"Brazil, Recife",sw3,Seungwon,#e4db55,6/23/2024,"특별한 내 아이들, 데뷔 기념일 축하해요! 내 삶을 바꾸고 가장 좋은 방식으로 영감을 주고 동기를 부여해줘서 고마워요. 사랑해요, 절대 여러분을 떠나지 않을게요. 우리가 여러분을 사랑하는 것처럼, 여러분도 우리의 NTFUL을 사랑해줘서 고마워요! <3","특별한 내 아이들, 데뷔 기념일 축하해요! 내 삶을 바꾸고 가장 좋은 방식으로 영감을 주고 동기를 부여해줘서 고마워요. 사랑해요, 절대 여러분을 떠나지 않을게요. 우리가 여러분을 사랑하는 것처럼, 여러분도 우리의 NTFUL을 사랑해줘서 고마워요! <3"
https://flagcdn.com/w320/br.png,Lilys,Brazil,Brasil- belo horizonte,sw8,Seungwoon,#e4db59,7/1/2024,,"Bom dia, parabéns pelo quarto aniversário, vocês merecem tudo de bom só por se importar com vários países, ainda mais com o Brasil, aonde outras pessoas vão so pra rio ou são Paulo. Muito obrigado por dar oportunidade pra outros estados daqui. Um beijo e um queijo"
https://flagcdn.com/w320/br.png,Midas,Brazil,"Brasil, Rio de Janeiro",xh4,Xiha,#e06e3c,7/1/2024,,"Eu tenho tanto orgulho do quão longe vocês chegaram. NTX merece todo o amor que recebe, e bem mais. Amo vocês ♡"
https://flagcdn.com/w320/br.png,Sarah 🐇,Brazil,João Pessoa - Brasil,rw11,Rawhyun,#a5bd5e,7/1/2024,,"모든 순간을 행복하게 해준 NTX 고마워요, 존재해줘서 고마워요, 너무 사랑해요! 여러분과 행복한 추억을 공유할 수 있어서 행복해요 ❤️"
https://flagcdn.com/w320/us.png,조지 🍀,USA,USA,h5,Hojun,#81c3ad,7/24/2024,"NTX 4주년 축하해용~! 저 아직 250일 정도밖에 안 됐지만, 벌써 많은 일들이 있었고 함께한 모든 순간에 항상 감사해요~~ 앞으로 더 많은 시간을 같이 보낼 수 있으면 좋겠어용~ 어디서든 항상 응원할게요!! 사랑해요~ 우리 꼭 다시 만나자!!","NTX 4주년 축하해용~! 저 아직 250일 정도밖에 안 됐지만, 벌써 많은 일들이 있었고 함께한 모든 순간에 항상 감사해요~~ 앞으로 더 많은 시간을 같이 보낼 수 있으면 좋겠어용~ 어디서든 항상 응원할게요!! 사랑해요~ 우리 꼭 다시 만나자!!"
https://flagcdn.com/w320/br.png,Alexia Helena,Brazil,João Pessoa - Brasil,yh1,hyeok,#c24a8d,8/1/2024,,Feliz Aniversário aos meninos que serão os donos do meu primeiro show de kpop! Obrigada por sempre lembrarem do Nordeste do Brasil! Espero ansiosamente conhecer vocês no dia 4 de Julho! Voem alto e conquistem o mundo todo! ❤️
https://flagcdn.com/w320/br.png,hyeok's guaraná,Brazil,"João Pessoa, Brasil",ntx3,8,#EE2424,8/1/2024,,"For me, NTX is more than just a kpop artist... It's a group that shines with light and talent! Your charisma and music are out of this world and I'm very grateful for your existence. Thank you so much. NTX, fighting! I love you."
https://flagcdn.com/w320/br.png,JehAlmeida,Brazil,Brazil,yhg,Hyeokie,#c24a8d,8/1/2024,,"Happy birthday NTX! We love your willpower and undeniable talent! You are an inspiration to all of us! I love you all, I always say this: NTX is huge!"
https://flagcdn.com/w320/br.png,Malu,Brazil,Brasília,rw23,Rawhyun and Xiha My UTT: Eunho,#EE2424,8/1/2024,,I love NTX so much they changed my life and I just want to thank you for being part of my life I love being NTFUL I love you NTX 💚
https://flagcdn.com/w320/br.png,SOPHIA ELDO,Brazil,FORTALEZA/ CEARÁ /BRASIL,yhrw,RAWHYUN & YUNHYEOK,#EE2424,8/1/2024,,"MEUS AMORES!! Desejo o melhor pra vocês, sempre! Já estou com saudades de todos! Vocês são especiais pra mim! AMO VOCÊS, Sophia Eldo 💚🇧🇷"
https://flagcdn.com/w320/jp.png,혁멍이,Japan,일본,yh9,hyeok,#c24a8d,10/1/2024,엔티엑스 40년까지 오래오래가자!!!,엔티엑스 40년까지 오래오래가자!!!
https://flagcdn.com/w320/jp.png,리오,Japan,JAPAN,xh6,XIHA,#e06e3c,10/3/2024,"4주년 축하합니다! NTX를 만나서 행복합니다! 항상 기운과 행복을 주셔서 감사합니다😄 앞으로도 계속 응원하고 있고, 정말 좋아해요! 다시 한번 4주년 축하해! 🎉앞으로도 계속 멋지고 귀엽고 재미있는 NTX로 있어줘‪🫶🏻 💭","4주년 축하합니다! NTX를 만나서 행복합니다! 항상 기운과 행복을 주셔서 감사합니다😄 앞으로도 계속 응원하고 있고, 정말 좋아해요! 다시 한번 4주년 축하해! 🎉앞으로도 계속 멋지고 귀엽고 재미있는 NTX로 있어줘‪🫶🏻 💭"
https://flagcdn.com/w320/br.png,Jen,Brazil,Brazil,hrweh,"Hojun, Rawhyun & Eunho",#EE2424,10/08/24,,"I'm extremely happy to witness so much in just one year of being a fan of you guys!! I'm extremely proud to see how much you're growing every day, and I want to follow every step of that. I love you guys so much, see you soon!"
https://flagcdn.com/w320/br.png,-,Brazil,Brasília,xh13,Rawhyun and Xiha My UTT: Eunho,#EE2424,11/1/2024,,"They saved me in every way a person can be saved, I hope that one day we can meet in Brasilia. I am very happy to be an NTFUL, thank you for being part of my life NTX!"
https://flagcdn.com/w320/jp.png,U,Japan,"히로시마,일본",yh8,hyeok,#c24a8d,11/1/2024,"4주년 정말 축하해~! NTFUL이 된지 아직 얼마 되지 않았지만, 이 기간에도 이렇게 많은 사랑을 받고 NTFUL이 될 수 있어서 행복합니다!! 좀더 빨리 너희들을 만나고 싶었어요🥲 그렇지만! 그동안의 여유시간만큼 앞으로 많이 사랑을 전하고 응원할께요~! 항상 NTFUL 에 많은 사랑을 줘서 고마워요 앞으로도 사랑합니다🫶","4주년 정말 축하해~! NTFUL이 된지 아직 얼마 되지 않았지만, 이 기간에도 이렇게 많은 사랑을 받고 NTFUL이 될 수 있어서 행복합니다!! 좀더 빨리 너희들을 만나고 싶었어요🥲 그렇지만! 그동안의 여유시간만큼 앞으로 많이 사랑을 전하고 응원할께요~! 항상 NTFUL 에 많은 사랑을 줘서 고마워요 앞으로도 사랑합니다🫶"
https://flagcdn.com/w320/jp.png,이오리,Japan,"日本、大阪 （Japan,Osaka）",eh7,eunho,#976a9a,11/1/2024,,4周年おめでとうございます！！！NTXと出会ってから私の毎日はすごく幸せで楽しいです♡♡いつも素敵なパフォーマンスを私たちに届けてくださってありがとうございます！！また、アイドルを長く続けることは簡単では無いのにこうして何年もアイドルでいてくれてありがとうございます♡！ 만나주어서 고마워요！ 모두 좋아해요~^^*
https://flagcdn.com/w320/jp.png,이요짱,Japan,名古屋,hj12,hyeongjin,#ebe9e9,11/1/2024,,デビュー4周年おめでとう🥹💕 いつも沢山の幸せをくれてありがとう✨ これからもずっと一緒にいようね！！
https://flagcdn.com/w320/br.png,bru,Brazil,Brasil,rw4,rawhyun,#a5bd5e,11/7/2024,,"NTFULS에게 주신 모든 사랑과 기회에 감사드립니다. 당신은 최선을 다할 자격이 있기 때문에 당신의 꿈이 점점 더 이루어지기를 바랍니다. 우리가 다른 많은 생일을 함께 보내길, 사랑해! 🤍"
https://flagcdn.com/w320/sa.png,Rue,Saudi Arabia,"Riyadh, Saudi Arabia",yh4,hyeok,#c24a8d,12/1/2024,,Congratulations on your 4th anniversary. Finding you and becoming your fan was one of the best decisions I ever made. Thank you for the amazing music and talent. I love you!
https://flagcdn.com/w320/tn.png,포루밍 🎈,Tunisia,튀니지,ftmm,hyeongjin xiha,#EE2424,12/24/2024,"늦덕이라서 아쉬운 마음도 있지만, 이제라도 너희를 알게 되어 이렇게 많은 추억을 쌓을 수 있다는 게 정말 큰 행운이라고 생각해! 그리고 4주년을 함께할 수 있어서 너무 행복해. 앞으로 다가올 5주년, 6주년, 10주년, 그리고 100주년까지도 함께하자! 그동안 정말 너무 잘해왔고, 앞으로도 보여줄 모습들이 기대돼. 항상 응원할 테니까 끝까지 함께 달려보자! 우리 멋지고 소중한 아가들, 4주년 진심으로 축하하고 많이 많이 사랑해! 🫶","늦덕이라서 아쉬운 마음도 있지만, 이제라도 너희를 알게 되어 이렇게 많은 추억을 쌓을 수 있다는 게 정말 큰 행운이라고 생각해! 그리고 4주년을 함께할 수 있어서 너무 행복해. 앞으로 다가올 5주년, 6주년, 10주년, 그리고 100주년까지도 함께하자! 그동안 정말 너무 잘해왔고, 앞으로도 보여줄 모습들이 기대돼. 항상 응원할 테니까 끝까지 함께 달려보자! 우리 멋지고 소중한 아가들, 4주년 진심으로 축하하고 많이 많이 사랑해! 🫶"
https://flagcdn.com/w320/cn.png,knt,China,中国山东青岛🇨🇳,ntx10,8,#EE2424,1/1/2025,,亲爱的NTX 男同学们 你们好 今天是你们出道的四周年！祝贺你们！🎉🎉我在今年二月刚刚入坑 开始了解你们 看你们的物料 也看了peaktime 你们好棒！我看到了你们的努力💪🏻 很幸运可以认识你们 这次回归新专的每一首都很好听！看到这次专辑大卖了这么多本我真的好感动😭而且这次回归成员们的服装 配合也都很棒～请继续坚持下去好吗！！中国NTFUL与你们同在 会继续陪伴支持你们 怀挺！！请走花路吧！🌸我爱你们 HAPPY NTX DAY！🥹🫶
https://flagcdn.com/w320/br.png,Nara,Brazil,Salvador Bahia,h7,Hojun,#81c3ad,2/1/2025,,"Obrigado por terem se tornado o meu SOS , quando ninguém mas me via vocês me encontraram e espero que essa força seja recíproca , vocês conseguem tudo que quererem , estaremos sempre juntos . 감사합니다"
https://flagcdn.com/w320/ca.png,Harsh,Canada,Canada,ntx8,8,#EE2424,3/1/2025,,"Thank you for working so hard from debut, I'm so happy to have discovered your music! The new album and past ones are so good, you guys are amazing. Your vocals, dance, and live performances are so energetic and amazing! I hope you all stay healthy and happy (and I hope to see you live one day!). 💗♾️💗"
https://flagcdn.com/w320/br.png,Sarah,Brazil,"Brazil, Goiás, Goiânia",rw10,Rawhyun,#a5bd5e,3/28/2025,,"NTX, i love you all very much! I wish all the best for this wonderful group and I am so excited to see you guys in june 28 in Goiânia! Thanks so much for your hard work, NTX!"
https://flagcdn.com/w320/us.png,쇼유,USA,"California, USA",h9,Hojun,#81c3ad,8/1/2025,데뷔 4주년 축하해요~!! Thank you for all the happiness & let’s stay happy :),데뷔 4주년 축하해요~!! Thank you for all the happiness & let’s stay happy :)
https://flagcdn.com/w320/us.png,타치마,USA,미국,hj7,hyeongjin,#ebe9e9,sept 13 2023,아주 오래 오래 함께 하자 사랑해!,아주 오래 오래 함께 하자 사랑해!
https://flagcdn.com/w320/kr.png,마루,Korea,부산,xh9,xiha,#e06e3c,sept 2023,엔티엑스를 만나고 지금까지 힘들때도 기쁠때도 함께 해주셔서 감사해요.앞으로도 사랑해요！,엔티엑스를 만나고 지금까지 힘들때도 기쁠때도 함께 해주셔서 감사해요.앞으로도 사랑해요！
https://flagpedia.net/data/flags/w1160/tw.png,🎀,Taiwan,,ch0,Changhun,#6d8db7,,엔티엑스의 존재는 행복입니다💗,엔티엑스의 존재는 행복입니다💗
https://flagcdn.com/w320/my.png,Ann,Malaysia,"Kuala Lumpur, Malaysia",rw21,Rawhyun 🫶🏻 OT8,#a5bd5e,,,"Thank you for becoming an idol! Because of you, I got to meet you all like this. I always feel so happy when I see you! Everyone is so amazing, so talented, and works so hard—it’s really incredible. Thanks to you, I’ve learned to love myself more and want to keep improving what I need to. I love NTX so, so much! Happy 4th anniversary🩷 Let’s keep growing together and cheering each other on for a long, long time! Let’s go~!!"
